Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Origin of Challenge,Year
Sapphire,Push,Banned Pending Investigation,,,,,Maine,Maine School Administrative District #6,Apr-23,Informal Challenge,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,Michigan,Davison Community Schools,Aug-22,Informal Challenge,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,Michigan,Dearborn Public Schools,Sep-22,Unclear,2022-2023
Sapphire,Push,Banned Pending Investigation,,,,,Michigan,Portage Public Schools,Dec-22,Informal Challenge,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,North Carolina,Cumberland County Schools,Apr-23,Administration,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,Pennsylvania,Central York School District,Jan-23,Formal Challenge,2022-2023
Sapphire,Push,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,Texas,Lake Travis Independent School District,Nov-22,Informal Challenge,2022-2023
Sapphire,Push,Banned from Libraries,,,,,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
Sapphire,Push,Banned Pending Investigation,,,,,Utah,Granite School District,Nov-22,Formal Challenge,2022-2023
Sapphire,Push,Banned from Libraries and Classrooms,,,,,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Sass, A. J.",Ana on the Edge,Banned from Libraries,,,,,Florida,The School District of Palm Beach County,Jul-22,Legislative Action,2022-2023
"Sato, Daisuke","High School of the Dead, Vol. 1",Banned Pending Investigation,,"Sato, Shouji","Dashiell, Christine",High School of the Dead,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Satrapi, Marjane",Persepolis 2: The Story of a Return,Banned Pending Investigation,,,,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Satrapi, Marjane",Persepolis: The Story of a Childhood,Banned Pending Investigation,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Satrapi, Marjane",Persepolis: The Story of a Childhood,Banned Pending Investigation,,,,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Schaffner, Ingrid",The Essential Henri Matisse,Banned Pending Investigation,,,,The Essential,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Schaffner, Ingrid",The Essential Pablo Picasso,Banned Pending Investigation,,,,The Essential,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Schaffner, Ingrid",The Essential Vincent van Gogh,Banned Pending Investigation,,,,The Essential,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Scheeres, Julia",Jesus Land: A Memoir,Banned from Libraries and Classrooms,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Scheeres, Julia",Jesus Land: A Memoir,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Scheeres, Julia",Jesus Land: A Memoir,Banned from Libraries and Classrooms,,,,,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Schiffer, Miriam B.",Stella Brings the Family,Banned Pending Investigation,,"Clifton-Brown, Holly",,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Schiffer, Miriam B.",Stella Brings the Family,Banned Pending Investigation,,"Clifton-Brown, Holly",,,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Schiffer, Miriam B.",Stella Brings the Family,Banned from Classrooms,,"Clifton-Brown, Holly",,,Tennessee,Hamilton County Schools,May-23,Informal Challenge,2022-2023
"Schomp, Virginia",The Ancient Greeks,Banned Pending Investigation,,,,Myths of the World,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Schrefer, Eliot",Queer Ducks (and Other Animals): The Natural World of Animal Sexuality,Banned Pending Investigation,,"Zuckerberg, Jules",,,Wisconsin,Gale-Ettrick-Trempealeau School District,Jun-23,Unclear,2022-2023
"Schulte, Mary",Sirens,Banned Pending Investigation,,,,Monsters,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Schwab, V. E.",The Invisible Life of Addie LaRue,Banned Pending Investigation,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Schwab, V. E.",The Invisible Life of Addie LaRue,Banned from Libraries and Classrooms,,,,,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Schwab, V. E.",The Invisible Life of Addie LaRue,Banned Pending Investigation,,,,,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Schwab, V. E.",The Invisible Life of Addie LaRue,Banned from Libraries,,,,,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Schwab, V. E.",The Invisible Life of Addie LaRue,Banned from Libraries and Classrooms,,,,,Utah,Wasatch School District,AY 2022-2023,Formal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned from Libraries and Classrooms,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Apr-23,Formal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned from Libraries and Classrooms,,,,,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned from Libraries and Classrooms,,,,,Florida,Volusia County Schools,Jun-23,Administration,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned from Libraries and Classrooms,,,,,Missouri,Fox C-6 School District,Jul-22,Formal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,,,,North Dakota,Williston Basin School District #7,Sep-22,Informal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned from Libraries and Classrooms,,,,,Texas,Frisco Independent School District,Nov-22,Administration,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,,,,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned from Libraries and Classrooms,,,,,Utah,Washington County School District,Feb-23,Administration,2022-2023
"Scott, Elizabeth",Living Dead Girl,Banned Pending Investigation,,,,,Wyoming,Park County School District #1,Feb-23,Administration,2022-2023
"Scott, Elizabeth",Stealing Heaven,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,May-23,Formal Challenge,2022-2023
"Seaman, Alison",My Christian Faith,Banned from Libraries and Classrooms,,,,My Faith,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Colorado,Academy School District 20,May-23,Informal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Florida,Flagler Schools,Oct-22,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Florida,Hernando County Schools,Feb-23,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Florida,Seminole County Public Schools,Dec-22,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Florida,Volusia County Schools,Jun-23,Administration,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Kentucky,Campbell County Schools,Feb-23,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Maine,Maine School Administrative District #6,Apr-23,Informal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries,,,,,Missouri,Nixa Public Schools,Jun-23,Unclear,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Utah,Granite School District,Nov-22,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Virginia,Hanover County Public Schools,Jun-23,Informal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned Pending Investigation,,,,,Wisconsin,School District of Somerset,Feb-23,Formal Challenge,2022-2023
"Sebold, Alice",Lucky,Banned from Libraries and Classrooms,,,,,Wisconsin,School District of Waukesha,Jan-23,Formal Challenge,2022-2023
"Sebold, Alice",The Lovely Bones,Banned Pending Investigation,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Sebold, Alice",The Lovely Bones,Banned from Libraries and Classrooms,,,,,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Sebold, Alice",The Lovely Bones,Banned Pending Investigation,,,,,Florida,St. John's County School District,Jan-23,Formal Challenge,2022-2023
"Sebold, Alice",The Lovely Bones,Banned from Libraries and Classrooms,,,,,Florida,Volusia County Schools,Jun-23,Administration,2022-2023
"Sebold, Alice",The Lovely Bones,Banned Pending Investigation,,,,,Michigan,Dearborn Public Schools,Sep-22,Unclear,2022-2023
"Sebold, Alice",The Lovely Bones,Banned Pending Investigation,,,,,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Sebold, Alice",The Lovely Bones,Banned from Libraries,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Sebold, Alice",The Lovely Bones,Banned from Libraries and Classrooms,,,,,Texas,Frisco Independent School District,Nov-22,Administration,2022-2023
"Sebold, Alice",The Lovely Bones,Banned Pending Investigation,,,,,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"See, Lisa",Snow Flower and the Secret Fan,Banned from Libraries and Classrooms,,,,,Utah,Washington County School District,Nov-22,Informal Challenge,2022-2023
"Selene, Lyra",Diamond and Dawn,Banned from Libraries,,,,Amber and Dusk,Texas,Frisco Independent School District,Mar-23,Administration,2022-2023
"Self, Jeffery",Drag Teen,Banned from Libraries and Classrooms,,,,,Tennessee,Houston County School District,Feb-23,Informal Challenge,2022-2023
"Senn, J. A.",Quotations for Kids,Banned from Libraries and Classrooms,,"Pica, Steve",,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Sepetys, Ruta",Salt to the Sea,Banned from Libraries,,,,,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Shakespeare, William",Shakespeare's Hamlet: The Manga Edition,Banned Pending Investigation,"Sexton, Adam; Pantoja, Tintin",,,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Shan, Darren",Zom-B: Gladiator,Banned from Libraries,,,,Zom-B,Texas,Frisco Independent School District,Mar-23,Administration,2022-2023
"Sharpe, Tess",The Girls I've Been,Banned Pending Investigation,,,,,Texas,Texarkana Independent School District,Oct-22,Informal Challenge,2022-2023
"Sheff, David",Beautiful Boy: A Father's Journey Through His Son's Addiction,Banned Pending Investigation,,,,,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Sheff, Nic",Tweak: Growing up on Methamphetamines,Banned Pending Investigation,,,,,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Shershun, Erika","Healing Sexual Trauma Workbook: Somatic Skills to Help You Feel Safe in Your Body, Create Boundaries, and Live with Resilience",Banned from Libraries and Classrooms,,,,,Michigan,Davison Community Schools,Aug-22,Informal Challenge,2022-2023
"Shinn, Sharon",Shattered Warrior,Banned Pending Investigation,,"Ostertag, Molly Knox",,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Shirai, Kaiu",The Promised Neverland,Banned from Libraries,,"Demizu, Posuka",,The Promised Neverland,Texas,Frisco Independent School District,Mar-23,Administration,2022-2023
"Shirvington, Jessica",Embrace,Banned Pending Investigation,,,,The Violet Eden Chapters,Florida,Clay County School District,Oct-22,Formal Challenge,2022-2023
"Shirvington, Jessica",Embrace,Banned from Libraries,,,,The Violet Eden Chapters,Texas,Lake Travis Independent School District,Mar-23,Informal Challenge,2022-2023
"Showalter, Gena",Lifeblood,Banned from Libraries,,,,Everlife,Texas,Frisco Independent School District,Mar-23,Administration,2022-2023
"Shulman, Polly",The Grimm Legacy,Banned from Libraries,,,,The Grimm Legacy,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Shusterman, Neal",Challenger Deep,Banned from Libraries,,"Shusterman, Brendan",,,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Silvera, Adam",History Is All You Left Me,Banned from Libraries and Classrooms,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Silvera, Adam",Infinity Son,Banned Pending Investigation,,,,Infinity Cycle,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Silvera, Adam",Infinity Son,Banned Pending Investigation,,,,Infinity Cycle,Texas,Texarkana Independent School District,Oct-22,Informal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries and Classrooms,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries,,,,,Florida,Collier County Public Schools,Mar-23,Administration,2022-2023
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,,,,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries and Classrooms,,,,,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,,,,Florida,Okaloosa County Schools District,Jan-23,Administration,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries and Classrooms,,,,,Florida,Volusia County Schools,Jun-23,Administration,2022-2023
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,,,,Pennsylvania,Pleasant Valley School District,Jul-22,Informal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries and Classrooms,,,,,Texas,Keller Independent School District,Fall 2022,Formal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries and Classrooms,,,,,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Silvera, Adam",More Happy Than Not,Banned from Libraries and Classrooms,,,,,Virginia,Spotsylvania County Public Schools,Mar-23,Administration,2022-2023
"Silvera, Adam",They Both Die at the End,Banned Pending Investigation,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Silvera, Adam",They Both Die at the End,Banned from Libraries,,,,,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Silvera, Adam",They Both Die at the End,Banned Pending Investigation,,,,,Texas,Texarkana Independent School District,Oct-22,Informal Challenge,2022-2023
"Silverberg, Cory","Sex is a Funny Word: A Book about Bodies, Feelings, and YOU",Banned Pending Investigation,,"Smyth, Fiona",,,Florida,St. John's County School District,Jan-23,Formal Challenge,2022-2023
